"Wybory","Izba","Wiek","PÅeÄ"
"2005-09-25","Sejm",55.98,"M"
"2005-09-25","Sejm",46.76,"M"
"2005-09-25","Sejm",36.62,"M"
"2005-09-25","Sejm",28.64,"M"
"2005-09-25","Sejm",34.05,"M"
"2005-09-25","Sejm",51.71,"M"
"2005-09-25","Sejm",48.73,"M"
"2005-09-25","Sejm",41.09,"K"
"2005-09-25","Sejm",44.93,"M"
"2005-09-25","Sejm",40.89,"M"
"2005-09-25","Sejm",49.9,"K"
"2005-09-25","Sejm",50.16,"M"
"2005-09-25","Sejm",47.22,"K"
"2005-09-25","Sejm",51.39,"M"
"2005-09-25","Sejm",35.87,"M"
"2005-09-25","Sejm",46.44,"M"
"2005-09-25","Sejm",45.15,"M"
"2005-09-25","Sejm",31.9,"K"
"2005-09-25","Sejm",46.65,"M"
"2005-09-25","Sejm",46.65,"M"
"2005-09-25","Sejm",59.48,"M"
"2005-09-25","Sejm",57.44,"M"
"2005-09-25","Sejm",37.25,"M"
"2005-09-25","Sejm",23.3,"M"
"2005-09-25","Sejm",37.67,"M"
"2005-09-25","Sejm",30.6,"K"
"2005-09-25","Sejm",42.59,"K"
"2005-09-25","Sejm",55.11,"M"
"2005-09-25","Sejm",54.36,"M"
"2005-09-25","Sejm",53.65,"K"
"2005-09-25","Sejm",42.01,"M"
"2005-09-25","Sejm",48.58,"K"
"2005-09-25","Sejm",45.55,"M"
"2005-09-25","Sejm",41.58,"M"
"2005-09-25","Sejm",58.82,"M"
"2005-09-25","Sejm",46.96,"M"
"2005-09-25","Sejm",51.04,"M"
"2005-09-25","Sejm",53.79,"M"
"2005-09-25","Sejm",40.12,"M"
"2005-09-25","Sejm",51.98,"M"
"2005-09-25","Sejm",57.3,"K"
"2005-09-25","Sejm",52.47,"M"
"2005-09-25","Sejm",50.47,"M"
"2005-09-25","Sejm",50.34,"M"
"2005-09-25","Sejm",47.95,"M"
"2005-09-25","Sejm",52.49,"M"
"2005-09-25","Sejm",39.48,"M"
"2005-09-25","Sejm",48.81,"M"
"2005-09-25","Sejm",50.92,"M"
"2005-09-25","Sejm",54.63,"M"
"2005-09-25","Sejm",56.07,"M"
"2005-09-25","Sejm",58.14,"M"
"2005-09-25","Sejm",44.41,"M"
"2005-09-25","Sejm",44.07,"M"
"2005-09-25","Sejm",60.11,"M"
"2005-09-25","Sejm",51.59,"M"
"2005-09-25","Sejm",38.33,"M"
"2005-09-25","Sejm",39.84,"M"
"2005-09-25","Sejm",45.64,"M"
"2005-09-25","Sejm",51.34,"M"
"2005-09-25","Sejm",49.25,"M"
"2005-09-25","Sejm",41.44,"M"
"2005-09-25","Sejm",32.67,"M"
"2005-09-25","Sejm",48.15,"M"
"2005-09-25","Sejm",46.21,"M"
"2005-09-25","Sejm",55.26,"K"
"2005-09-25","Sejm",54.68,"M"
"2005-09-25","Sejm",54.78,"M"
"2005-09-25","Sejm",57.95,"M"
"2005-09-25","Sejm",60.38,"M"
"2005-09-25","Sejm",47.62,"M"
"2005-09-25","Sejm",44.18,"M"
"2005-09-25","Sejm",55.38,"K"
"2005-09-25","Sejm",43.15,"M"
"2005-09-25","Sejm",48.39,"M"
"2005-09-25","Sejm",33.18,"K"
"2005-09-25","Sejm",49.21,"M"
"2005-09-25","Sejm",61.47,"M"
"2005-09-25","Sejm",26.73,"M"
"2005-09-25","Sejm",36.85,"M"
"2005-09-25","Sejm",34.6,"M"
"2005-09-25","Sejm",56.74,"M"
"2005-09-25","Sejm",32.55,"M"
"2005-09-25","Sejm",49.58,"M"
"2005-09-25","Sejm",30.76,"M"
"2005-09-25","Sejm",39.45,"M"
"2005-09-25","Sejm",56.23,"M"
"2005-09-25","Sejm",63.22,"M"
"2005-09-25","Sejm",41.67,"M"
"2005-09-25","Sejm",47.2,"M"
"2005-09-25","Sejm",39.21,"K"
"2005-09-25","Sejm",52.88,"M"
"2005-09-25","Sejm",41.4,"M"
"2005-09-25","Sejm",35.68,"M"
"2005-09-25","Sejm",32.13,"M"
"2005-09-25","Sejm",45.45,"M"
"2005-09-25","Sejm",43.36,"K"
"2005-09-25","Sejm",43.43,"M"
"2005-09-25","Sejm",41.62,"M"
"2005-09-25","Sejm",52.93,"K"
"2005-09-25","Sejm",53.03,"M"
"2005-09-25","Sejm",44.42,"M"
"2005-09-25","Sejm",38.75,"M"
"2005-09-25","Sejm",50.78,"M"
"2005-09-25","Sejm",49.12,"M"
"2005-09-25","Sejm",67.67,"K"
"2005-09-25","Sejm",44.93,"M"
"2005-09-25","Sejm",66.3,"M"
"2005-09-25","Sejm",53.87,"K"
"2005-09-25","Sejm",51.62,"M"
"2005-09-25","Sejm",25.36,"M"
"2005-09-25","Sejm",45.76,"K"
"2005-09-25","Sejm",52.46,"M"
"2005-09-25","Sejm",60.95,"M"
"2005-09-25","Sejm",54.04,"M"
"2005-09-25","Sejm",32.55,"M"
"2005-09-25","Sejm",34.39,"M"
"2005-09-25","Sejm",56.81,"K"
"2005-09-25","Sejm",40.27,"M"
"2005-09-25","Sejm",53.19,"K"
"2005-09-25","Sejm",48.04,"M"
"2005-09-25","Sejm",51.83,"M"
"2005-09-25","Sejm",55.13,"K"
"2005-09-25","Sejm",57.52,"M"
"2005-09-25","Sejm",48.39,"K"
"2005-09-25","Sejm",44.19,"M"
"2005-09-25","Sejm",59.87,"M"
"2005-09-25","Sejm",38.15,"M"
"2005-09-25","Sejm",45.27,"M"
"2005-09-25","Sejm",51.89,"M"
"2005-09-25","Sejm",56.31,"M"
"2005-09-25","Sejm",50.79,"M"
"2005-09-25","Sejm",57.96,"M"
"2005-09-25","Sejm",43.48,"M"
"2005-09-25","Sejm",48.61,"M"
"2005-09-25","Sejm",40.03,"M"
"2005-09-25","Sejm",26.23,"M"
"2005-09-25","Sejm",32.83,"M"
"2005-09-25","Sejm",43.89,"M"
"2005-09-25","Sejm",39.4,"M"
"2005-09-25","Sejm",52.53,"M"
"2005-09-25","Sejm",30.2,"M"
"2005-09-25","Sejm",39.65,"K"
"2005-09-25","Sejm",48.42,"K"
"2005-09-25","Sejm",44.55,"M"
"2005-09-25","Sejm",53.21,"M"
"2005-09-25","Sejm",47.62,"M"
"2005-09-25","Sejm",44.96,"M"
"2005-09-25","Sejm",42.41,"K"
"2005-09-25","Sejm",48.3,"M"
"2005-09-25","Sejm",41.62,"M"
"2005-09-25","Sejm",56.17,"M"
"2005-09-25","Sejm",55.7,"K"
"2005-09-25","Sejm",56.3,"M"
"2005-09-25","Sejm",39.04,"M"
"2005-09-25","Sejm",42.32,"M"
"2005-09-25","Sejm",42.56,"M"
"2005-09-25","Sejm",46.39,"M"
"2005-09-25","Sejm",53.35,"M"
"2005-09-25","Sejm",48.84,"K"
"2005-09-25","Sejm",47.01,"K"
"2005-09-25","Sejm",45.12,"M"
"2005-09-25","Sejm",50.77,"M"
"2005-09-25","Sejm",39.64,"M"
"2005-09-25","Sejm",41.99,"M"
"2005-09-25","Sejm",49.4,"M"
"2005-09-25","Sejm",30.2,"M"
"2005-09-25","Sejm",49.23,"M"
"2005-09-25","Sejm",40.95,"M"
"2005-09-25","Sejm",44.51,"M"
"2005-09-25","Sejm",54.96,"M"
"2005-09-25","Sejm",48.32,"M"
"2005-09-25","Sejm",26.57,"M"
"2005-09-25","Sejm",58.99,"M"
"2005-09-25","Sejm",49.06,"M"
"2005-09-25","Sejm",54.92,"M"
"2005-09-25","Sejm",56.72,"M"
"2005-09-25","Sejm",45.88,"K"
"2005-09-25","Sejm",50.49,"M"
"2005-09-25","Sejm",40.95,"M"
"2005-09-25","Sejm",50.16,"M"
"2005-09-25","Sejm",46.32,"M"
"2005-09-25","Sejm",56.05,"M"
"2005-09-25","Sejm",58.27,"M"
"2005-09-25","Sejm",39.62,"M"
"2005-09-25","Sejm",48.15,"M"
"2005-09-25","Sejm",41.58,"M"
"2005-09-25","Sejm",36.82,"M"
"2005-09-25","Sejm",51.32,"M"
"2005-09-25","Sejm",28.32,"K"
"2005-09-25","Sejm",34.71,"M"
"2005-09-25","Sejm",45.99,"M"
"2005-09-25","Sejm",49.07,"M"
"2005-09-25","Sejm",50.18,"M"
"2005-09-25","Sejm",38.36,"M"
"2005-09-25","Sejm",55.33,"M"
"2005-09-25","Sejm",50.56,"M"
"2005-09-25","Sejm",35.18,"M"
"2005-09-25","Sejm",63.65,"M"
"2005-09-25","Sejm",45.45,"M"
"2005-09-25","Sejm",54.81,"M"
"2005-09-25","Sejm",51.15,"M"
"2005-09-25","Sejm",55.88,"M"
"2005-09-25","Sejm",50.25,"M"
"2005-09-25","Sejm",38.86,"K"
"2005-09-25","Sejm",59.66,"K"
"2005-09-25","Sejm",52.25,"K"
"2005-09-25","Sejm",51.42,"M"
"2005-09-25","Sejm",52.48,"M"
"2005-09-25","Sejm",44.62,"M"
"2005-09-25","Sejm",58.72,"M"
"2005-09-25","Sejm",44.73,"K"
"2005-09-25","Sejm",37.6,"M"
"2005-09-25","Sejm",51.39,"K"
"2005-09-25","Sejm",45.62,"M"
"2005-09-25","Sejm",38.47,"M"
"2005-09-25","Sejm",45.8,"M"
"2005-09-25","Sejm",58.37,"K"
"2005-09-25","Sejm",54.54,"M"
"2005-09-25","Sejm",37.35,"M"
"2005-09-25","Sejm",55.91,"M"
"2005-09-25","Sejm",28.49,"M"
"2005-09-25","Sejm",55.28,"K"
"2005-09-25","Sejm",61.98,"K"
"2005-09-25","Sejm",49.54,"M"
"2005-09-25","Sejm",46.15,"M"
"2005-09-25","Sejm",45.59,"M"
"2005-09-25","Sejm",37.96,"K"
"2005-09-25","Sejm",51.13,"M"
"2005-09-25","Sejm",52.03,"M"
"2005-09-25","Sejm",31.25,"M"
"2005-09-25","Sejm",55.22,"M"
"2005-09-25","Sejm",54.75,"M"
"2005-09-25","Sejm",39.96,"M"
"2005-09-25","Sejm",49.87,"M"
"2005-09-25","Sejm",47.37,"K"
"2005-09-25","Sejm",51.29,"M"
"2005-09-25","Sejm",52.51,"K"
"2005-09-25","Sejm",61.29,"M"
"2005-09-25","Sejm",43.67,"M"
"2005-09-25","Sejm",53.22,"M"
"2005-09-25","Sejm",41.21,"M"
"2005-09-25","Sejm",46.38,"K"
"2005-09-25","Sejm",50.68,"M"
"2005-09-25","Sejm",34.66,"M"
"2005-09-25","Sejm",50.52,"K"
"2005-09-25","Sejm",44.89,"M"
"2005-09-25","Sejm",31.55,"M"
"2005-09-25","Sejm",46.63,"K"
"2005-09-25","Sejm",32.44,"M"
"2005-09-25","Sejm",55.53,"K"
"2005-09-25","Sejm",30.81,"M"
"2005-09-25","Sejm",48.79,"M"
"2005-09-25","Sejm",55.74,"M"
"2005-09-25","Sejm",62.42,"K"
"2005-09-25","Sejm",49.66,"K"
"2005-09-25","Sejm",31.48,"M"
"2005-09-25","Sejm",39.34,"K"
"2005-09-25","Sejm",60.11,"K"
"2005-09-25","Sejm",37.86,"M"
"2005-09-25","Sejm",25.81,"M"
"2005-09-25","Sejm",49.79,"M"
"2005-09-25","Sejm",33.4,"M"
"2005-09-25","Sejm",29.02,"M"
"2005-09-25","Sejm",47.19,"K"
"2005-09-25","Sejm",37.1,"M"
"2005-09-25","Sejm",48.73,"M"
"2005-09-25","Sejm",61.31,"K"
"2005-09-25","Sejm",52.37,"M"
"2005-09-25","Sejm",54.12,"M"
"2005-09-25","Sejm",40.5,"K"
"2005-09-25","Sejm",49.16,"K"
"2005-09-25","Sejm",40.94,"M"
"2005-09-25","Sejm",45.52,"K"
"2005-09-25","Sejm",48.76,"M"
"2005-09-25","Sejm",26.26,"M"
"2005-09-25","Sejm",46.53,"K"
"2005-09-25","Sejm",63.53,"M"
"2005-09-25","Sejm",46.09,"M"
"2005-09-25","Sejm",26.9,"M"
"2005-09-25","Sejm",47.07,"M"
"2005-09-25","Sejm",26.82,"M"
"2005-09-25","Sejm",51.05,"M"
"2005-09-25","Sejm",46.44,"M"
"2005-09-25","Sejm",45.76,"M"
"2005-09-25","Sejm",38.03,"K"
"2005-09-25","Sejm",51.26,"K"
"2005-09-25","Sejm",58.42,"K"
"2005-09-25","Sejm",34.41,"M"
"2005-09-25","Sejm",49.33,"M"
"2005-09-25","Sejm",51.31,"M"
"2005-09-25","Sejm",59.62,"M"
"2005-09-25","Sejm",50.67,"K"
"2005-09-25","Sejm",28.38,"M"
"2005-09-25","Sejm",52.37,"K"
"2005-09-25","Sejm",47.43,"M"
"2005-09-25","Sejm",51.85,"M"
"2005-09-25","Sejm",44.12,"M"
"2005-09-25","Sejm",41.88,"M"
"2005-09-25","Sejm",37.13,"M"
"2005-09-25","Sejm",36.38,"M"
"2005-09-25","Sejm",62.43,"K"
"2005-09-25","Sejm",51.16,"M"
"2005-09-25","Sejm",54.77,"M"
"2005-09-25","Sejm",30.48,"M"
"2005-09-25","Sejm",47.75,"K"
"2005-09-25","Sejm",33.01,"M"
"2005-09-25","Sejm",59.16,"K"
"2005-09-25","Sejm",56.68,"K"
"2005-09-25","Sejm",29.62,"M"
"2005-09-25","Sejm",55.56,"M"
"2005-09-25","Sejm",46.3,"M"
"2005-09-25","Sejm",44.43,"M"
"2005-09-25","Sejm",35.7,"M"
"2005-09-25","Sejm",55.38,"K"
"2005-09-25","Sejm",46.98,"M"
"2005-09-25","Sejm",44.21,"M"
"2005-09-25","Sejm",26.83,"M"
"2005-09-25","Sejm",52.74,"M"
"2005-09-25","Sejm",45.29,"M"
"2005-09-25","Sejm",55.59,"M"
"2005-09-25","Sejm",42.01,"M"
"2005-09-25","Sejm",45.7,"K"
"2005-09-25","Sejm",53.34,"M"
"2005-09-25","Sejm",29.83,"K"
"2005-09-25","Sejm",36.52,"M"
"2005-09-25","Sejm",41.54,"K"
"2005-09-25","Sejm",47.5,"M"
"2005-09-25","Sejm",42.63,"M"
"2005-09-25","Sejm",36.48,"M"
"2005-09-25","Sejm",42.43,"M"
"2005-09-25","Sejm",56.68,"K"
"2005-09-25","Sejm",42.25,"M"
"2005-09-25","Sejm",49.69,"M"
"2005-09-25","Sejm",46.39,"M"
"2005-09-25","Sejm",56.16,"M"
"2005-09-25","Sejm",51.21,"K"
"2005-09-25","Sejm",28.62,"K"
"2005-09-25","Sejm",31.19,"M"
"2005-09-25","Sejm",48.11,"M"
"2005-09-25","Sejm",67.09,"M"
"2005-09-25","Sejm",36.08,"M"
"2005-09-25","Sejm",26.27,"M"
"2005-09-25","Sejm",54.54,"K"
"2005-09-25","Sejm",63.55,"M"
"2005-09-25","Sejm",59.36,"M"
"2005-09-25","Sejm",41.82,"M"
"2005-09-25","Sejm",54.42,"M"
"2005-09-25","Sejm",61.6,"K"
"2005-09-25","Sejm",45.33,"K"
"2005-09-25","Sejm",44.23,"M"
"2005-09-25","Sejm",64.56,"M"
"2005-09-25","Sejm",61.35,"M"
"2005-09-25","Sejm",58.96,"M"
"2005-09-25","Sejm",52.96,"M"
"2005-09-25","Sejm",35.48,"M"
"2005-09-25","Sejm",38.32,"M"
"2005-09-25","Sejm",52.18,"K"
"2005-09-25","Sejm",58.01,"M"
"2005-09-25","Sejm",55.06,"M"
"2005-09-25","Sejm",51.47,"M"
"2005-09-25","Sejm",50.68,"M"
"2005-09-25","Sejm",47.32,"M"
"2005-09-25","Sejm",44.41,"M"
"2005-09-25","Sejm",49.81,"M"
"2005-09-25","Sejm",45.35,"M"
"2005-09-25","Sejm",41.94,"M"
"2005-09-25","Sejm",48.29,"K"
"2005-09-25","Sejm",52.04,"M"
"2005-09-25","Sejm",46.9,"M"
"2005-09-25","Sejm",58.72,"M"
"2005-09-25","Sejm",53.5,"M"
"2005-09-25","Sejm",31.78,"M"
"2005-09-25","Sejm",49.28,"K"
"2005-09-25","Sejm",59.26,"M"
"2005-09-25","Sejm",50.49,"M"
"2005-09-25","Sejm",42.48,"K"
"2005-09-25","Sejm",39.66,"M"
"2005-09-25","Sejm",51.24,"K"
"2005-09-25","Sejm",56.4,"M"
"2005-09-25","Sejm",61.48,"M"
"2005-09-25","Sejm",64.77,"K"
"2005-09-25","Sejm",26.11,"M"
"2005-09-25","Sejm",54.48,"M"
"2005-09-25","Sejm",55.57,"M"
"2005-09-25","Sejm",55.39,"M"
"2005-09-25","Sejm",30.48,"M"
"2005-09-25","Sejm",39.93,"M"
"2005-09-25","Sejm",56.73,"M"
"2005-09-25","Sejm",46.62,"M"
"2005-09-25","Sejm",32.19,"M"
"2005-09-25","Sejm",44.6,"M"
"2005-09-25","Sejm",48.46,"M"
"2005-09-25","Sejm",42.33,"M"
"2005-09-25","Sejm",56.46,"K"
"2005-09-25","Sejm",41.19,"M"
"2005-09-25","Sejm",39.16,"M"
"2005-09-25","Sejm",55.93,"M"
"2005-09-25","Sejm",44.71,"M"
"2005-09-25","Sejm",29.05,"M"
"2005-09-25","Sejm",54.61,"K"
"2005-09-25","Sejm",56.06,"M"
"2005-09-25","Sejm",43.72,"M"
"2005-09-25","Sejm",51.46,"M"
"2005-09-25","Sejm",60.79,"M"
"2005-09-25","Sejm",27.02,"M"
"2005-09-25","Sejm",29.07,"M"
"2005-09-25","Sejm",46.77,"K"
"2005-09-25","Sejm",39.37,"M"
"2005-09-25","Sejm",33.14,"M"
"2005-09-25","Sejm",42.26,"K"
"2005-09-25","Sejm",50.27,"K"
"2005-09-25","Sejm",45.79,"M"
"2005-09-25","Sejm",30.3,"K"
"2005-09-25","Sejm",56.6,"K"
"2005-09-25","Sejm",47.51,"M"
"2005-09-25","Sejm",47.81,"K"
"2005-09-25","Sejm",44.44,"M"
"2005-09-25","Sejm",59.15,"M"
"2005-09-25","Sejm",42.28,"M"
"2005-09-25","Sejm",41.87,"M"
"2005-09-25","Sejm",59.3,"M"
"2005-09-25","Sejm",45.35,"K"
"2005-09-25","Sejm",38.02,"M"
"2005-09-25","Sejm",65.43,"M"
"2005-09-25","Sejm",45.73,"M"
"2005-09-25","Sejm",59.23,"M"
"2005-09-25","Sejm",51.89,"M"
"2005-09-25","Sejm",25.52,"M"
"2005-09-25","Sejm",34.47,"M"
"2005-09-25","Sejm",41.98,"K"
"2005-09-25","Sejm",46.55,"M"
"2005-09-25","Sejm",57.76,"M"
"2005-09-25","Sejm",58.12,"M"
"2005-09-25","Sejm",45.9,"M"
"2005-09-25","Sejm",47.61,"M"
"2005-09-25","Sejm",56.02,"M"
"2005-09-25","Sejm",56.44,"M"
"2005-09-25","Sejm",54.93,"K"
"2005-09-25","Sejm",41.03,"M"
"2005-09-25","Sejm",32.81,"M"
"2005-09-25","Sejm",36.52,"M"
"2005-09-25","Sejm",61.81,"M"
"2005-09-25","Sejm",42.33,"M"
"2005-09-25","Sejm",27.61,"M"
"2005-09-25","Sejm",50.43,"M"
"2005-09-25","Sejm",48.93,"K"
"2005-09-25","Sejm",48.39,"M"
"2005-09-25","Sejm",56.62,"M"
"2005-09-25","Sejm",56.03,"K"
"2005-09-25","Sejm",45.04,"M"
"2005-09-25","Sejm",49.54,"M"
"2005-09-25","Sejm",35.13,"M"
"2005-09-25","Sejm",54.51,"K"
"2005-09-25","Sejm",47.91,"M"
"2005-09-25","Sejm",67.56,"M"
"2005-09-25","Sejm",38.39,"M"
"2005-09-25","Sejm",61.5,"M"
"2005-09-25","Sejm",48.82,"M"
"2005-09-25","Sejm",55.73,"M"
"2005-09-25","Senat",51.39,"M"
"2005-09-25","Senat",53.77,"M"
"2005-09-25","Senat",44.62,"M"
"2005-09-25","Senat",63.77,"M"
"2005-09-25","Senat",37.63,"K"
"2005-09-25","Senat",50.14,"M"
"2005-09-25","Senat",41.77,"M"
"2005-09-25","Senat",73.66,"M"
"2005-09-25","Senat",64.65,"M"
"2005-09-25","Senat",43.06,"M"
"2005-09-25","Senat",58.1,"M"
"2005-09-25","Senat",52.27,"K"
"2005-09-25","Senat",43.26,"M"
"2005-09-25","Senat",56.74,"M"
"2005-09-25","Senat",30.31,"K"
"2005-09-25","Senat",34.21,"M"
"2005-09-25","Senat",52.12,"M"
"2005-09-25","Senat",63.14,"M"
"2005-09-25","Senat",55.36,"M"
"2005-09-25","Senat",53.32,"K"
"2005-09-25","Senat",42.56,"K"
"2005-09-25","Senat",43.83,"M"
"2005-09-25","Senat",50.46,"K"
"2005-09-25","Senat",59.03,"M"
"2005-09-25","Senat",43.84,"M"
"2005-09-25","Senat",59.72,"M"
"2005-09-25","Senat",54.65,"M"
"2005-09-25","Senat",56.66,"M"
"2005-09-25","Senat",57.06,"M"
"2005-09-25","Senat",49.9,"M"
"2005-09-25","Senat",61.11,"M"
"2005-09-25","Senat",51.94,"M"
"2005-09-25","Senat",53.15,"M"
"2005-09-25","Senat",42.09,"M"
"2005-09-25","Senat",43.9,"M"
"2005-09-25","Senat",76.14,"K"
"2005-09-25","Senat",76.66,"M"
"2005-09-25","Senat",44.35,"M"
"2005-09-25","Senat",55.79,"M"
"2005-09-25","Senat",61.76,"M"
"2005-09-25","Senat",42.99,"M"
"2005-09-25","Senat",48.11,"M"
"2005-09-25","Senat",53.68,"M"
"2005-09-25","Senat",53.77,"M"
"2005-09-25","Senat",60.34,"M"
"2005-09-25","Senat",42.93,"M"
"2005-09-25","Senat",63.35,"M"
"2005-09-25","Senat",56.43,"M"
"2005-09-25","Senat",42.41,"M"
"2005-09-25","Senat",54.74,"M"
"2005-09-25","Senat",60.39,"M"
"2005-09-25","Senat",32.24,"M"
"2005-09-25","Senat",64.26,"M"
"2005-09-25","Senat",61.68,"M"
"2005-09-25","Senat",52.04,"K"
"2005-09-25","Senat",52.02,"M"
"2005-09-25","Senat",51.28,"M"
"2005-09-25","Senat",55.3,"M"
"2005-09-25","Senat",63.25,"K"
"2005-09-25","Senat",54.41,"M"
"2005-09-25","Senat",59.96,"M"
"2005-09-25","Senat",53.22,"M"
"2005-09-25","Senat",47.65,"M"
"2005-09-25","Senat",49.65,"M"
"2005-09-25","Senat",48.26,"M"
"2005-09-25","Senat",50.3,"K"
"2005-09-25","Senat",50.68,"M"
"2005-09-25","Senat",52.4,"M"
"2005-09-25","Senat",65.78,"M"
"2005-09-25","Senat",74.13,"K"
"2005-09-25","Senat",48.07,"M"
"2005-09-25","Senat",59.27,"M"
"2005-09-25","Senat",56.81,"M"
"2005-09-25","Senat",61.22,"M"
"2005-09-25","Senat",60.06,"M"
"2005-09-25","Senat",42.62,"M"
"2005-09-25","Senat",43.68,"M"
"2005-09-25","Senat",66.47,"M"
"2005-09-25","Senat",50.83,"M"
"2005-09-25","Senat",45.08,"M"
"2005-09-25","Senat",53.32,"M"
"2005-09-25","Senat",56.31,"M"
"2005-09-25","Senat",43.83,"M"
"2005-09-25","Senat",43.55,"M"
"2005-09-25","Senat",58.49,"K"
"2005-09-25","Senat",48.38,"M"
"2005-09-25","Senat",60.88,"M"
"2005-09-25","Senat",51.31,"M"
"2005-09-25","Senat",50.64,"M"
"2005-09-25","Senat",68.63,"M"
"2005-09-25","Senat",57.9,"K"
"2005-09-25","Senat",34.47,"M"
"2005-09-25","Senat",57.9,"M"
"2005-09-25","Senat",39.69,"M"
"2005-09-25","Senat",51.56,"M"
"2005-09-25","Senat",51.47,"M"
"2005-09-25","Senat",53.48,"M"
"2005-09-25","Senat",56.59,"M"
