"Wybory","Izba","Wiek","PÅeÄ"
"2015-10-25","Senat",63.57,"M"
"2015-10-25","Senat",57.65,"M"
"2019-10-13","Sejm",60.81,"M"
"2019-10-13","Sejm",45.4,"M"
"2019-10-13","Sejm",58.34,"M"
"2019-10-13","Sejm",70.78,"M"
"2019-10-13","Sejm",29.31,"M"
"2019-10-13","Sejm",48.1,"M"
"2019-10-13","Sejm",56.56,"M"
"2019-10-13","Sejm",58.71,"M"
"2019-10-13","Sejm",51.39,"K"
"2019-10-13","Sejm",61.08,"M"
"2019-10-13","Sejm",55.15,"K"
"2019-10-13","Sejm",58.99,"M"
"2019-10-13","Sejm",66.51,"M"
"2019-10-13","Sejm",50.13,"M"
"2019-10-13","Sejm",51.79,"M"
"2019-10-13","Sejm",64.02,"M"
"2019-10-13","Sejm",52.32,"K"
"2019-10-13","Sejm",58.34,"M"
"2019-10-13","Sejm",61.81,"M"
"2019-10-13","Sejm",57.04,"M"
"2019-10-13","Sejm",35.4,"M"
"2019-10-13","Sejm",37.78,"K"
"2019-10-13","Sejm",49.93,"M"
"2019-10-13","Sejm",60.5,"M"
"2019-10-13","Sejm",50.1,"M"
"2019-10-13","Sejm",26.61,"M"
"2019-10-13","Sejm",33.19,"M"
"2019-10-13","Sejm",61.95,"M"
"2019-10-13","Sejm",52.18,"K"
"2019-10-13","Sejm",36.36,"M"
"2019-10-13","Sejm",43.78,"M"
"2019-10-13","Sejm",65.64,"K"
"2019-10-13","Sejm",37.36,"M"
"2019-10-13","Sejm",52.63,"M"
"2019-10-13","Sejm",37.08,"M"
"2019-10-13","Sejm",41.62,"M"
"2019-10-13","Sejm",46.95,"M"
"2019-10-13","Sejm",55.16,"K"
"2019-10-13","Sejm",62.08,"M"
"2019-10-13","Sejm",66.5,"K"
"2019-10-13","Sejm",65.1,"M"
"2019-10-13","Sejm",61.87,"M"
"2019-10-13","Sejm",40.82,"K"
"2019-10-13","Sejm",56.12,"M"
"2019-10-13","Sejm",57.72,"K"
"2019-10-13","Sejm",62.81,"M"
"2019-10-13","Sejm",44.87,"M"
"2019-10-13","Sejm",64.4,"M"
"2019-10-13","Sejm",59.58,"M"
"2019-10-13","Sejm",62.01,"M"
"2019-10-13","Sejm",36.11,"M"
"2019-10-13","Sejm",66.55,"M"
"2019-10-13","Sejm",42.37,"M"
"2019-10-13","Sejm",53.53,"M"
"2019-10-13","Sejm",59.48,"M"
"2019-10-13","Sejm",55.16,"M"
"2019-10-13","Sejm",69.08,"K"
"2019-10-13","Sejm",49.78,"K"
"2019-10-13","Sejm",49.98,"K"
"2019-10-13","Sejm",70.13,"M"
"2019-10-13","Sejm",60.3,"M"
"2019-10-13","Sejm",58.54,"K"
"2019-10-13","Sejm",52.39,"M"
"2019-10-13","Sejm",53.9,"M"
"2019-10-13","Sejm",59.12,"K"
"2019-10-13","Sejm",40.19,"M"
"2019-10-13","Sejm",40.06,"M"
"2019-10-13","Sejm",56.93,"K"
"2019-10-13","Sejm",59.45,"M"
"2019-10-13","Sejm",37.7,"M"
"2019-10-13","Sejm",44.26,"M"
"2019-10-13","Sejm",62.17,"M"
"2019-10-13","Sejm",37.73,"M"
"2019-10-13","Sejm",38.22,"M"
"2019-10-13","Sejm",35.75,"K"
"2019-10-13","Sejm",60.27,"M"
"2019-10-13","Sejm",50.9,"K"
"2019-10-13","Sejm",45.16,"K"
"2019-10-13","Sejm",69.29,"K"
"2019-10-13","Sejm",47.71,"K"
"2019-10-13","Sejm",59.1,"K"
"2019-10-13","Sejm",40.87,"K"
"2019-10-13","Sejm",62.58,"K"
"2019-10-13","Sejm",37.68,"M"
"2019-10-13","Sejm",41.78,"K"
"2019-10-13","Sejm",33.68,"M"
"2019-10-13","Sejm",57.2,"M"
"2019-10-13","Sejm",30.16,"K"
"2019-10-13","Sejm",29.25,"K"
"2019-10-13","Sejm",53.64,"M"
"2019-10-13","Sejm",63.27,"M"
"2019-10-13","Sejm",59.07,"K"
"2019-10-13","Sejm",36.46,"K"
"2019-10-13","Sejm",51.98,"M"
"2019-10-13","Sejm",39.53,"M"
"2019-10-13","Sejm",54.8,"M"
"2019-10-13","Sejm",47.59,"M"
"2019-10-13","Sejm",42.43,"M"
"2019-10-13","Sejm",64.52,"K"
"2019-10-13","Sejm",27.95,"K"
"2019-10-13","Sejm",45.53,"K"
"2019-10-13","Sejm",46.61,"M"
"2019-10-13","Sejm",63.64,"M"
"2019-10-13","Sejm",61.42,"K"
"2019-10-13","Sejm",65.53,"M"
"2019-10-13","Sejm",44.82,"M"
"2019-10-13","Sejm",34.52,"K"
"2019-10-13","Sejm",38.98,"K"
"2019-10-13","Sejm",55.72,"M"
"2019-10-13","Sejm",49.49,"M"
"2019-10-13","Sejm",26.3,"M"
"2019-10-13","Sejm",34.52,"K"
"2019-10-13","Sejm",53.26,"K"
"2019-10-13","Sejm",57.9,"M"
"2019-10-13","Sejm",43.81,"K"
"2019-10-13","Sejm",36.08,"M"
"2019-10-13","Sejm",59.5,"M"
"2019-10-13","Sejm",57.52,"M"
"2019-10-13","Sejm",46.98,"M"
"2019-10-13","Sejm",48.05,"M"
"2019-10-13","Sejm",51.62,"M"
"2019-10-13","Sejm",67.09,"M"
"2019-10-13","Sejm",63.18,"M"
"2019-10-13","Sejm",58.99,"M"
"2019-10-13","Sejm",57.38,"M"
"2019-10-13","Sejm",41.86,"M"
"2019-10-13","Sejm",68.25,"M"
"2019-10-13","Sejm",66.55,"K"
"2019-10-13","Sejm",56.79,"K"
"2019-10-13","Sejm",68.74,"M"
"2019-10-13","Sejm",49.13,"K"
"2019-10-13","Sejm",42.05,"K"
"2019-10-13","Sejm",65.68,"M"
"2019-10-13","Sejm",56.31,"M"
"2019-10-13","Sejm",66.37,"M"
"2019-10-13","Sejm",38.05,"M"
"2019-10-13","Sejm",40.12,"M"
"2019-10-13","Sejm",45.73,"M"
"2019-10-13","Sejm",68.1,"M"
"2019-10-13","Sejm",31.39,"K"
"2019-10-13","Sejm",55.55,"M"
"2019-10-13","Sejm",42.73,"K"
"2019-10-13","Sejm",57.78,"K"
"2019-10-13","Sejm",38.74,"M"
"2019-10-13","Sejm",53.97,"K"
"2019-10-13","Sejm",40.78,"M"
"2019-10-13","Sejm",29.93,"M"
"2019-10-13","Sejm",31.92,"M"
"2019-10-13","Sejm",70.37,"M"
"2019-10-13","Sejm",51.33,"M"
"2019-10-13","Sejm",30.23,"M"
"2019-10-13","Sejm",33.2,"M"
"2019-10-13","Sejm",36.7,"M"
"2019-10-13","Sejm",54.08,"M"
"2019-10-13","Sejm",28.08,"M"
"2019-10-13","Sejm",57.82,"M"
"2019-10-13","Sejm",66.58,"M"
"2019-10-13","Sejm",62.48,"K"
"2019-10-13","Sejm",43.17,"M"
"2019-10-13","Sejm",39.35,"M"
"2019-10-13","Sejm",55.87,"K"
"2019-10-13","Sejm",56.37,"M"
"2019-10-13","Sejm",41.14,"K"
"2019-10-13","Sejm",39.02,"M"
"2019-10-13","Sejm",45.59,"M"
"2019-10-13","Sejm",44.92,"M"
"2019-10-13","Sejm",29.27,"M"
"2019-10-13","Sejm",77.01,"M"
"2019-10-13","Sejm",38.2,"M"
"2019-10-13","Sejm",42.5,"M"
"2019-10-13","Sejm",45.63,"M"
"2019-10-13","Sejm",43.56,"M"
"2019-10-13","Sejm",42.72,"K"
"2019-10-13","Sejm",44.26,"M"
"2019-10-13","Sejm",63.29,"M"
"2019-10-13","Sejm",41.53,"M"
"2019-10-13","Sejm",40.2,"M"
"2019-10-13","Sejm",45.41,"K"
"2019-10-13","Sejm",49.31,"M"
"2019-10-13","Sejm",56.21,"K"
"2019-10-13","Sejm",36.62,"M"
"2019-10-13","Sejm",38.37,"M"
"2019-10-13","Sejm",55.4,"M"
"2019-10-13","Sejm",68.98,"M"
"2019-10-13","Sejm",41.59,"M"
"2019-10-13","Sejm",61.39,"K"
"2019-10-13","Sejm",45.25,"M"
"2019-10-13","Sejm",45.34,"M"
"2019-10-13","Sejm",34.5,"M"
"2019-10-13","Sejm",37.98,"K"
"2019-10-13","Sejm",45.67,"M"
"2019-10-13","Sejm",59.38,"M"
"2019-10-13","Sejm",52.01,"M"
"2019-10-13","Sejm",66.59,"K"
"2019-10-13","Sejm",34.08,"K"
"2019-10-13","Sejm",35.25,"M"
"2019-10-13","Sejm",47.76,"K"
"2019-10-13","Sejm",64.22,"M"
"2019-10-13","Sejm",56.34,"M"
"2019-10-13","Sejm",43.55,"M"
"2019-10-13","Sejm",28.94,"M"
"2019-10-13","Sejm",65.41,"K"
"2019-10-13","Sejm",59.54,"M"
"2019-10-13","Sejm",43.33,"M"
"2019-10-13","Sejm",57.97,"M"
"2019-10-13","Sejm",55.07,"K"
"2019-10-13","Sejm",58.5,"M"
"2019-10-13","Sejm",52.36,"M"
"2019-10-13","Sejm",55.64,"M"
"2019-10-13","Sejm",58.87,"K"
"2019-10-13","Sejm",43.16,"K"
"2019-10-13","Sejm",50.88,"M"
"2019-10-13","Sejm",57.15,"K"
"2019-10-13","Sejm",49.93,"K"
"2019-10-13","Sejm",60.05,"M"
"2019-10-13","Sejm",63.13,"M"
"2019-10-13","Sejm",41.19,"M"
"2019-10-13","Sejm",48.98,"M"
"2019-10-13","Sejm",41.27,"M"
"2019-10-13","Sejm",50.25,"K"
"2019-10-13","Sejm",58.23,"M"
"2019-10-13","Sejm",57.89,"M"
"2019-10-13","Sejm",65.2,"M"
"2019-10-13","Sejm",35.14,"K"
"2019-10-13","Sejm",59.16,"K"
"2019-10-13","Sejm",51.2,"K"
"2019-10-13","Sejm",71.24,"M"
"2019-10-13","Sejm",64.43,"M"
"2019-10-13","Sejm",54.98,"K"
"2019-10-13","Sejm",58.79,"K"
"2019-10-13","Sejm",51.66,"M"
"2019-10-13","Sejm",47.5,"M"
"2019-10-13","Sejm",45.04,"M"
"2019-10-13","Sejm",33.76,"M"
"2019-10-13","Sejm",40.85,"K"
"2019-10-13","Sejm",69.34,"K"
"2019-10-13","Sejm",63.59,"M"
"2019-10-13","Sejm",56.51,"K"
"2019-10-13","Sejm",58.67,"M"
"2019-10-13","Sejm",60.21,"M"
"2019-10-13","Sejm",59.65,"M"
"2019-10-13","Sejm",35.05,"K"
"2019-10-13","Sejm",63.63,"K"
"2019-10-13","Sejm",63.44,"M"
"2019-10-13","Sejm",61.28,"K"
"2019-10-13","Sejm",29.91,"M"
"2019-10-13","Sejm",65.29,"M"
"2019-10-13","Sejm",39.21,"M"
"2019-10-13","Sejm",51.35,"M"
"2019-10-13","Sejm",62.86,"M"
"2019-10-13","Sejm",57.73,"M"
"2019-10-13","Sejm",55.27,"M"
"2019-10-13","Sejm",65.89,"M"
"2019-10-13","Sejm",60.44,"K"
"2019-10-13","Sejm",43.53,"K"
"2019-10-13","Sejm",48.72,"M"
"2019-10-13","Sejm",30.47,"M"
"2019-10-13","Sejm",58.3,"M"
"2019-10-13","Sejm",61.87,"M"
"2019-10-13","Sejm",35.72,"M"
"2019-10-13","Sejm",45.6,"M"
"2019-10-13","Sejm",51.49,"M"
"2019-10-13","Sejm",55.18,"K"
"2019-10-13","Sejm",50,"K"
"2019-10-13","Sejm",46.5,"M"
"2019-10-13","Sejm",44.46,"K"
"2019-10-13","Sejm",62.85,"M"
"2019-10-13","Sejm",68.28,"K"
"2019-10-13","Sejm",62.93,"K"
"2019-10-13","Sejm",41.07,"K"
"2019-10-13","Sejm",66.1,"K"
"2019-10-13","Sejm",46.63,"M"
"2019-10-13","Sejm",35,"M"
"2019-10-13","Sejm",47.43,"K"
"2019-10-13","Sejm",55.36,"M"
"2019-10-13","Sejm",51.92,"M"
"2019-10-13","Sejm",39.87,"M"
"2019-10-13","Sejm",43.08,"M"
"2019-10-13","Sejm",38.93,"K"
"2019-10-13","Sejm",61.17,"M"
"2019-10-13","Sejm",28.08,"M"
"2019-10-13","Sejm",59.58,"K"
"2019-10-13","Sejm",62.83,"K"
"2019-10-13","Sejm",42.69,"M"
"2019-10-13","Sejm",42.73,"K"
"2019-10-13","Sejm",40.54,"M"
"2019-10-13","Sejm",46.95,"M"
"2019-10-13","Sejm",43.33,"K"
"2019-10-13","Sejm",36.35,"K"
"2019-10-13","Sejm",58.38,"K"
"2019-10-13","Sejm",50.14,"M"
"2019-10-13","Sejm",65.11,"M"
"2019-10-13","Sejm",59.82,"M"
"2019-10-13","Sejm",56.12,"M"
"2019-10-13","Sejm",42.68,"K"
"2019-10-13","Sejm",52.09,"K"
"2019-10-13","Sejm",54.86,"M"
"2019-10-13","Sejm",61.49,"M"
"2019-10-13","Sejm",30.45,"M"
"2019-10-13","Sejm",67.98,"K"
"2019-10-13","Sejm",58.18,"M"
"2019-10-13","Sejm",55.94,"M"
"2019-10-13","Sejm",58.77,"M"
"2019-10-13","Sejm",39.79,"K"
"2019-10-13","Sejm",50.44,"M"
"2019-10-13","Sejm",51.22,"K"
"2019-10-13","Sejm",35.25,"M"
"2019-10-13","Sejm",58.96,"K"
"2019-10-13","Sejm",55.78,"M"
"2019-10-13","Sejm",52.39,"M"
"2019-10-13","Sejm",37.28,"M"
"2019-10-13","Sejm",47.07,"M"
"2019-10-13","Sejm",64.73,"M"
"2019-10-13","Sejm",33.49,"K"
"2019-10-13","Sejm",73.23,"M"
"2019-10-13","Sejm",50.61,"M"
"2019-10-13","Sejm",53.12,"K"
"2019-10-13","Sejm",36.65,"M"
"2019-10-13","Sejm",44.37,"M"
"2019-10-13","Sejm",40.89,"M"
"2019-10-13","Sejm",32.85,"M"
"2019-10-13","Sejm",62.07,"M"
"2019-10-13","Sejm",47.17,"M"
"2019-10-13","Sejm",33.22,"M"
"2019-10-13","Sejm",48.05,"M"
"2019-10-13","Sejm",36.4,"M"
"2019-10-13","Sejm",50.58,"M"
"2019-10-13","Sejm",49.97,"M"
"2019-10-13","Sejm",61.56,"M"
"2019-10-13","Sejm",56.69,"M"
"2019-10-13","Sejm",47.71,"K"
"2019-10-13","Sejm",40.95,"K"
"2019-10-13","Sejm",32.41,"M"
"2019-10-13","Sejm",63.53,"K"
"2019-10-13","Sejm",56.49,"M"
"2019-10-13","Sejm",70.74,"K"
"2019-10-13","Sejm",56.31,"M"
"2019-10-13","Sejm",37.58,"K"
"2019-10-13","Sejm",57.38,"K"
"2019-10-13","Sejm",67.06,"M"
"2019-10-13","Sejm",52.32,"M"
"2019-10-13","Sejm",58.25,"M"
"2019-10-13","Sejm",60,"M"
"2019-10-13","Sejm",65.27,"K"
"2019-10-13","Sejm",55.92,"M"
"2019-10-13","Sejm",48.13,"M"
"2019-10-13","Sejm",64.29,"M"
"2019-10-13","Sejm",40.95,"M"
"2019-10-13","Sejm",42.61,"M"
"2019-10-13","Sejm",42.7,"K"
"2019-10-13","Sejm",65.9,"M"
"2019-10-13","Sejm",68.48,"M"
"2019-10-13","Sejm",42.95,"M"
"2019-10-13","Sejm",52.72,"M"
"2019-10-13","Sejm",46.25,"K"
"2019-10-13","Sejm",33.71,"K"
"2019-10-13","Sejm",40.27,"K"
"2019-10-13","Sejm",46.3,"K"
"2019-10-13","Sejm",38.45,"M"
"2019-10-13","Sejm",31.59,"M"
"2019-10-13","Sejm",48.36,"K"
"2019-10-13","Sejm",43.79,"M"
"2019-10-13","Sejm",61.38,"M"
"2019-10-13","Sejm",52.06,"M"
"2019-10-13","Sejm",63.87,"M"
"2019-10-13","Sejm",59.41,"M"
"2019-10-13","Sejm",41.86,"M"
"2019-10-13","Sejm",36.08,"K"
"2019-10-13","Sejm",58.62,"K"
"2019-10-13","Sejm",32.65,"M"
"2019-10-13","Sejm",46.49,"M"
"2019-10-13","Sejm",49.68,"M"
"2019-10-13","Sejm",34.87,"M"
"2019-10-13","Sejm",62.24,"M"
"2019-10-13","Sejm",30.34,"M"
"2019-10-13","Sejm",56.42,"M"
"2019-10-13","Sejm",63.33,"K"
"2019-10-13","Sejm",47.39,"M"
"2019-10-13","Sejm",64.55,"M"
"2019-10-13","Sejm",67.52,"K"
"2019-10-13","Sejm",41.5,"M"
"2019-10-13","Sejm",36.91,"M"
"2019-10-13","Sejm",43.84,"K"
"2019-10-13","Sejm",78.83,"K"
"2019-10-13","Sejm",40.16,"M"
"2019-10-13","Sejm",64.43,"M"
"2019-10-13","Sejm",68.68,"M"
"2019-10-13","Sejm",63.87,"M"
"2019-10-13","Sejm",40.58,"M"
"2019-10-13","Sejm",69.45,"M"
"2019-10-13","Sejm",50.52,"M"
"2019-10-13","Sejm",70.16,"M"
"2019-10-13","Sejm",60.68,"M"
"2019-10-13","Sejm",62.95,"M"
"2019-10-13","Sejm",46.24,"M"
"2019-10-13","Sejm",35.16,"M"
"2019-10-13","Sejm",33.87,"K"
"2019-10-13","Sejm",39.81,"M"
"2019-10-13","Sejm",52.8,"M"
"2019-10-13","Sejm",29.24,"M"
"2019-10-13","Sejm",38.49,"M"
"2019-10-13","Sejm",37.81,"M"
"2019-10-13","Sejm",40.53,"M"
"2019-10-13","Sejm",56.39,"M"
"2019-10-13","Sejm",44.16,"K"
"2019-10-13","Sejm",53.22,"M"
"2019-10-13","Sejm",28.9,"M"
"2019-10-13","Sejm",43.2,"M"
"2019-10-13","Sejm",42.43,"M"
"2019-10-13","Sejm",43.11,"M"
"2019-10-13","Sejm",39.28,"M"
"2019-10-13","Sejm",63.86,"K"
"2019-10-13","Sejm",43.19,"M"
"2019-10-13","Sejm",60.52,"M"
"2019-10-13","Sejm",61.8,"K"
"2019-10-13","Sejm",41.61,"K"
"2019-10-13","Sejm",51.82,"M"
"2019-10-13","Sejm",50.02,"M"
"2019-10-13","Sejm",50.66,"K"
"2019-10-13","Sejm",38.14,"M"
"2019-10-13","Sejm",47.48,"M"
"2019-10-13","Sejm",33.62,"M"
"2019-10-13","Sejm",54.43,"M"
"2019-10-13","Sejm",46.05,"K"
"2019-10-13","Sejm",59.01,"M"
"2019-10-13","Sejm",64.62,"M"
"2019-10-13","Sejm",34.26,"M"
"2019-10-13","Sejm",48.53,"M"
"2019-10-13","Sejm",61.86,"K"
"2019-10-13","Sejm",59.17,"M"
"2019-10-13","Sejm",52.01,"K"
"2019-10-13","Sejm",63.67,"M"
"2019-10-13","Sejm",52.07,"M"
"2019-10-13","Sejm",28.7,"M"
"2019-10-13","Sejm",50.85,"M"
"2019-10-13","Sejm",59.78,"M"
"2019-10-13","Sejm",48.52,"M"
"2019-10-13","Sejm",44.62,"M"
"2019-10-13","Sejm",33.85,"M"
"2019-10-13","Sejm",52.22,"M"
"2019-10-13","Sejm",55.08,"M"
"2019-10-13","Sejm",39.88,"M"
"2019-10-13","Sejm",30.47,"K"
"2019-10-13","Sejm",56.38,"M"
"2019-10-13","Sejm",38.82,"M"
"2019-10-13","Sejm",56.11,"M"
"2019-10-13","Sejm",60.92,"M"
"2019-10-13","Sejm",42.05,"K"
"2019-10-13","Sejm",59.1,"M"
"2019-10-13","Sejm",52.27,"M"
"2019-10-13","Sejm",67.54,"M"
"2019-10-13","Sejm",61.99,"M"
"2019-10-13","Sejm",49.19,"M"
"2019-10-13","Sejm",39.95,"M"
"2019-10-13","Sejm",64.84,"M"
"2019-10-13","Sejm",50.22,"M"
"2019-10-13","Sejm",46.78,"M"
"2019-10-13","Sejm",49.17,"K"
"2019-10-13","Sejm",65.08,"M"
"2019-10-13","Sejm",36.36,"K"
"2019-10-13","Senat",39.87,"M"
"2019-10-13","Senat",65.77,"M"
"2019-10-13","Senat",59.69,"M"
"2019-10-13","Senat",57.06,"K"
"2019-10-13","Senat",56.08,"M"
"2019-10-13","Senat",42.12,"M"
"2019-10-13","Senat",63.41,"M"
"2019-10-13","Senat",60.7,"M"
"2019-10-13","Senat",73.82,"M"
"2019-10-13","Senat",70.8,"M"
"2019-10-13","Senat",82,"K"
"2019-10-13","Senat",48.97,"M"
"2019-10-13","Senat",36.44,"M"
"2019-10-13","Senat",44.37,"K"
"2019-10-13","Senat",52.82,"M"
"2019-10-13","Senat",66.18,"M"
"2019-10-13","Senat",68.47,"K"
"2019-10-13","Senat",63.63,"M"
"2019-10-13","Senat",55.03,"M"
"2019-10-13","Senat",59.36,"M"
"2019-10-13","Senat",66.74,"K"
"2019-10-13","Senat",66.82,"M"
"2019-10-13","Senat",52.28,"M"
"2019-10-13","Senat",50.63,"M"
"2019-10-13","Senat",36.3,"M"
"2019-10-13","Senat",72.01,"M"
"2019-10-13","Senat",64.36,"M"
"2019-10-13","Senat",48.32,"K"
"2019-10-13","Senat",50.91,"M"
"2019-10-13","Senat",54.3,"M"
"2019-10-13","Senat",59.99,"M"
"2019-10-13","Senat",53.51,"M"
"2019-10-13","Senat",49.38,"K"
"2019-10-13","Senat",61.46,"M"
"2019-10-13","Senat",63.32,"M"
"2019-10-13","Senat",41.31,"M"
"2019-10-13","Senat",68.12,"M"
"2019-10-13","Senat",68.76,"K"
"2019-10-13","Senat",61.76,"M"
"2019-10-13","Senat",62.44,"K"
"2019-10-13","Senat",47.58,"M"
"2019-10-13","Senat",63.96,"M"
"2019-10-13","Senat",61.68,"M"
"2019-10-13","Senat",59.47,"M"
"2019-10-13","Senat",68.3,"M"
"2019-10-13","Senat",55.18,"K"
"2019-10-13","Senat",69.75,"K"
"2019-10-13","Senat",47.01,"K"
"2019-10-13","Senat",74.3,"M"
"2019-10-13","Senat",59.99,"M"
"2019-10-13","Senat",49.07,"M"
"2019-10-13","Senat",59.18,"M"
"2019-10-13","Senat",52.77,"K"
"2019-10-13","Senat",56.15,"M"
"2019-10-13","Senat",48.45,"M"
"2019-10-13","Senat",62.21,"M"
"2019-10-13","Senat",48.77,"M"
"2019-10-13","Senat",52.81,"M"
"2019-10-13","Senat",67.82,"M"
"2019-10-13","Senat",48.22,"M"
"2019-10-13","Senat",65.45,"K"
"2019-10-13","Senat",61.86,"M"
"2019-10-13","Senat",49.23,"M"
"2019-10-13","Senat",62.98,"K"
"2019-10-13","Senat",65.18,"M"
"2019-10-13","Senat",51.61,"K"
"2019-10-13","Senat",42.46,"M"
"2019-10-13","Senat",62.74,"K"
"2019-10-13","Senat",66.42,"M"
"2019-10-13","Senat",64.09,"M"
"2019-10-13","Senat",64.98,"M"
"2019-10-13","Senat",44.21,"M"
"2019-10-13","Senat",61.7,"M"
"2019-10-13","Senat",49.27,"M"
"2019-10-13","Senat",54.72,"M"
"2019-10-13","Senat",59.55,"M"
"2019-10-13","Senat",75.95,"K"
"2019-10-13","Senat",58.27,"M"
"2019-10-13","Senat",59.35,"M"
"2019-10-13","Senat",69.46,"K"
"2019-10-13","Senat",58.61,"K"
"2019-10-13","Senat",80.34,"M"
"2019-10-13","Senat",49.89,"M"
"2019-10-13","Senat",55.04,"M"
"2019-10-13","Senat",59.39,"K"
"2019-10-13","Senat",60.96,"M"
"2019-10-13","Senat",37,"M"
"2019-10-13","Senat",57.61,"M"
"2019-10-13","Senat",48.81,"M"
"2019-10-13","Senat",52.87,"K"
"2019-10-13","Senat",60.95,"M"
"2019-10-13","Senat",55.25,"M"
"2019-10-13","Senat",60.97,"M"
"2019-10-13","Senat",64.69,"M"
"2019-10-13","Senat",53.75,"M"
"2019-10-13","Senat",66.34,"K"
"2019-10-13","Senat",72.63,"M"
"2019-10-13","Senat",59.41,"K"
"2019-10-13","Senat",62.45,"M"
"2019-10-13","Senat",63.59,"M"
